applicant_id,post_tax_annual_income,total_monthly_expenses,monthly_emi_amount,other_debts
138514,2324688.0,24209,6321,17939
924946,1163808.0,30127,26081,7572
400669,1219699.2,4337,23412,3219
924959,2013753.6,,12183,76664
400672,2135587.2,18305,48443,22634
662816,400512.0,2537,2849,14825
400674,1778467.2000000002,17640,16131,10322
662819,1541750.4000000001,33999,26082,56840
400675,2283264.0,42798,19100,78375
400676,238723.2,23644,5128,5971
662822,290035.2,45157,4628,84
138540,2033740.8,15628,39952,29535
924973,53222.4,42481,912,2097
400685,490224.0,38013,3434,3086
924974,130377.6,28159,1255,1965
662829,1279276.8,31614,7346,35367
924976,2152118.4,49743,12782,43849
662839,318422.4,30718,3738,3260
662842,2102294.4,49094,47596,65337
924992,997430.4,,352,25196
924995,38140.8,7856,934,508
138566,97411.20000000001,24942,2275,3598
924998,1886390.4000000001,27491,41330,10926
662855,1089129.6,20299,19517,24877
662857,40492.8,23763,484,378
400710,1406352.0,26173,4362,24284
138571,1462329.6,34416,5614,56190
662861,214425.6,8284,5092,3171
925011,2613100.8000000003,25378,3626,70499
925014,1238966.4000000001,708,21969,39439
400727,50064.0,2703,1113,1707
925016,1645680.0,18381,40627,26750
925017,1905686.4000000001,28231,10417,61910
138587,397497.60000000003,,3872,5066
925027,601622.4,37471,10102,13899
138599,1896364.8,13346,10447,34624
662890,247756.80000000002,12845,240,4811
138603,670089.6000000001,24304,10726,21909
138606,2790336.0,18499,19712,61577
138607,330201.60000000003,44622,617,235
925041,703632.0,45253,1358,28134
662906,290400.0,4176,3559,11581
925056,387724.80000000005,27233,7357,7853
138628,2329862.4,14500,10869,45475
662919,2387260.8000000003,11640,47987,17765
662920,1049491.2,,12248,36405
925066,667776.0,25457,14924,14151
662928,616636.8,,1148,4828
400785,1437331.2000000002,49629,21010,28507
662931,1096627.2,10111,7940,34186
925076,2480227.2,21769,33307,41647
925083,2421129.6,4833,21888,43563
662939,135475.2,47915,3028,3923
662941,2197708.8000000003,24764,51258,90024
400797,1732108.8,,29634,53566
662943,1702531.2000000002,16832,8196,65836
400799,1050940.8,42539,9862,15675
925093,2554281.6,9543,4686,41825
662951,1310256.0,22196,21655,13096
662952,2779276.8000000003,5920,15692,58822
925098,687216.0,44890,1606,9137
662959,2615769.6,21643,410,83211
138675,2854809.6,40645,19582,109026
925109,880137.6000000001,42251,13627,13148
662967,2726275.2,,1417,38294
138680,522528.0,38053,7137,20275
925111,1575206.4000000001,23848,3778,50310
662971,1952745.6,35190,43617,17051
925116,1046361.6000000001,12257,13464,12232
662973,1994688.0,,28456,19529
925117,158803.2,26589,3643,2345
400827,1775145.6,38870,41805,17512
138688,897158.4,46182,4716,35984
662980,2188272.0,24558,31671,17245
662981,803750.4,41842,15729,9050
662986,1895481.6,3500,7237,39573
925130,2456966.4,25737,38368,47140
662988,533232.0,,1298,5800
138702,1433836.8,48390,23416,32286
662993,913728.0,27446,938,11268
138706,2575660.8000000003,6056,52744,11056
138711,1930348.8,,7010,58928
138713,951062.4,44578,2251,21184
663006,2189721.6,45970,3913,29232
400862,2055427.2000000002,16798,9367,48276
400868,1853424.0,15667,29022,40157
663014,2482761.6,28690,24596,8195
663015,1013971.2000000001,16616,2355,6903
138729,436080.0,39664,10316,12154
400874,113203.20000000001,,2017,447
138731,1636003.2000000002,46689,9818,39337
663019,719587.2000000001,45876,12109,12892
138734,1401619.2000000002,1942,33200,52368
400879,2654640.0,28221,45661,93580
925171,454963.2,28428,1025,6852
663027,2404944.0,47038,21935,38174
663028,1660483.2000000002,,20174,7338
400883,1848086.4000000001,49143,9674,43720
138739,494812.80000000005,18719,3608,12531
925177,169420.80000000002,20362,2738,2200
663034,2339270.4,47503,37890,31080
925178,383347.2,29188,8310,9935
400894,2754115.2,,3559,104248
925185,2264534.4,2962,3857,87967
925186,1251408.0,39892,2888,51731
400900,2530713.6,42857,28742,17325
138756,1826256.0,,31202,10975
138758,1820841.6,47461,37743,70078
400902,2599084.8000000003,7564,63930,9992
663045,1791225.6,7058,2877,21956
663049,909580.8,23277,19992,29462
925193,2139177.6,34774,42312,22101
925192,2329094.4,25404,8849,15227
400908,1191014.4000000001,,23236,17429
138766,1270924.8,43118,31711,21462
400913,2305728.0,10452,8020,81528
663059,1964409.6,2355,20797,18205
663060,2002204.8,25809,47873,4933
400919,2570620.8000000003,13007,10967,195
663064,294172.8,18014,3289,5651
925209,1234128.0,8367,28843,27535
400923,878870.4,34495,17721,35343
400934,2207232.0,14402,4034,12801
925225,544339.2000000001,18781,9815,14439
663083,2116022.4,9366,50250,66433
663084,358540.80000000005,14860,3486,7358
925228,320534.4,42600,4827,5953
663090,258796.80000000002,27371,6117,617
925236,1216617.6,22727,14059,12386
138807,2059296.0,42249,18365,64371
663099,2714448.0,18851,17834,16392
925243,1327612.8,45906,27725,52397
400963,870979.2000000001,7987,16018,36115
400964,2154892.8000000003,1169,39080,73129
663115,1733923.2000000002,18994,6001,27339
663120,711628.8,7705,5478,29299
925266,370656.0,31556,4352,3425
663123,2316259.2,,14975,90918
663124,2658134.4000000004,10261,22802,69995
138837,337036.80000000005,47921,21,7603
925267,108364.8,18454,1324,684
663131,2742508.8000000003,18366,1100,109400
663134,720566.4,12763,8444,12875
925280,450652.80000000005,45430,9861,14809
138851,1828560.0,18422,28066,74094
925286,2592969.6,25400,27791,29503
400999,1053408.0,21474,3494,5296
925288,2213088.0,39015,38729,5133
401005,2338204.8000000003,41777,8940,27739
138865,2592489.6,46359,38011,106433
138870,866140.8,37365,11194,25437
925303,876316.8,12056,7102,12053
663161,187881.6,6708,3930,6544
663167,2711001.6,6897,40471,35797
401025,2295676.8000000003,501,7157,46044
138882,1504771.2000000002,13213,25532,56750
925316,2190662.4,20689,34886,61742
138890,2789750.4000000004,32885,21005,42428
663179,1887168.0,,35524,23046
401037,1159056.0,22445,19657,17828
401038,763968.0,10596,14108,4579
663183,1862102.4000000001,1514,2336,2343
138896,718348.8,21451,1251,1479
401040,841161.6000000001,14334,1807,25081
925332,2429510.4,10194,12131,66508
925335,1877491.2000000002,41374,25707,25528
401049,29779.2,30954,232,1097
138906,1885776.0,27966,14866,22075
401052,2030755.2000000002,38411,47849,40903
925341,1321094.4000000001,48974,32076,51168
925342,2766758.4000000004,42865,57296,52798
663199,2156236.8000000003,,32848,45232
925343,596515.2000000001,28915,6743,7830
663201,1880380.8,33149,19218,52287
138915,2201011.2,35004,21445,85394
401060,2842896.0,25682,63886,109527
925347,346694.4,47873,6418,2095
925350,2612620.8000000003,37015,14131,63514
925351,2029036.8,43152,49494,30044
663208,2055984.0,45497,13944,62200
138923,960028.8,9202,14254,4829
663213,2865004.8000000003,45194,51576,50964
925358,1963891.2000000002,19061,49032,54734
663214,2656588.8000000003,,23638,60095
401072,2061984.0,9723,6127,10949
663218,2263324.8000000003,13593,22644,6235
663219,769315.2000000001,32577,12023,26700
401074,412032.0,23087,1774,4486
925364,566630.4,13901,12855,8703
401077,1812499.2000000002,17152,26144,29995
401081,1250400.0,9219,1757,31382
401082,897417.6000000001,23555,17071,37275
663229,213427.2,47830,458,195
401088,1090656.0,,162,19211
925381,2160038.4,9671,4562,14421
663240,2073820.8,9919,6068,41785
663242,179875.2,24243,358,683
401100,2149200.0,36823,26627,12816
401103,955430.4,10654,5381,24146
925393,714969.6000000001,9697,15860,21793
401110,254803.2,46275,1497,7033
138968,2030064.0,9099,6379,42875
925400,2376710.4,4442,12664,48316
401112,963792.0,25116,17137,28615
138971,1657507.2000000002,15913,39084,60031
138972,321148.80000000005,3318,3049,9115
138974,1779907.2000000002,30415,9195,69773
925407,1523731.2000000002,29500,25085,39322
663264,916934.4,2515,16453,31335
401121,1043817.6000000001,4271,100,41557
663268,2538988.8000000003,24031,15530,10479
401125,1574956.8,32667,20400,38862
925415,1389484.8,37466,9162,23144
138987,1967894.4000000001,33648,35024,45620
925424,2706988.8000000003,26379,55485,60651
401139,747984.0,3470,11499,190
401142,2012899.2000000002,46606,21108,11536
925432,1222608.0,33390,13335,46485
663295,1399680.0,24459,7897,49135
663298,783772.8,43703,828,27722
401155,1010064.0,44891,10011,28476
663300,72998.40000000001,,1309,1471
663302,694358.4,31688,10952,16253
925447,1747065.6,36273,42604,63645
663305,2013446.4000000001,31063,3884,6065
139020,2816342.4000000004,32838,66984,66215
139021,2866012.8000000003,5500,21513,81772
925453,666556.8,49511,12868,22389
663315,465091.2,16844,1372,19281
925463,1708358.4000000001,10085,37000,5676
663320,639907.2000000001,42395,10741,22326
401176,1599484.8,28698,33421,28772
925468,2259897.6,12670,52763,1244
925469,2003510.4000000001,39939,17893,13243
925472,2255856.0,6040,46874,18262
663334,2604758.4000000004,46670,16256,48355
925481,728755.2000000001,18497,15411,23194
401193,1478553.6,10851,7298,30542
401196,1457404.8,47494,22021,36748
401200,413020.80000000005,20666,2056,13459
401206,2400969.6,47666,1285,38838
663351,1635427.2000000002,41383,922,17815
401208,794313.6000000001,17333,11523,19062
663357,791212.8,3339,12253,16164
663361,2358307.2,7359,1061,56348
139073,2673456.0,21893,64009,81428
139075,142041.6,45549,873,2155
401220,626486.4,,4581,20376
401222,1352428.8,35889,7230,43279
925511,962832.0,,1350,319
401223,53116.8,,390,1949
663369,1137033.6,34281,1242,40298
925514,464524.80000000005,2877,213,10859
663377,653184.0,,10430,6381
663378,2541283.2,36875,8150,24185
925529,1337779.2000000002,38176,1246,55415
401242,725731.2000000001,36085,8357,21963
139099,2435299.2,47369,15472,96327
663387,1010092.8,25327,6074,31862
663386,1584009.6,8020,3163,54786
925532,1729420.8,34665,3254,13938
663385,1334246.4000000001,27543,21147,51475
139109,966144.0,,15404,22606
663398,2152953.6,3824,30783,54283
663399,680236.8,21703,1982,26761
139110,2471174.4,13238,60199,36508
401257,2443008.0,30881,8747,55807
925546,293414.4,16328,3502,10189
139115,1332777.6,1465,17804,46392
401259,1863830.4000000001,,39659,26339
925549,1020057.6000000001,24268,19230,5491
663406,2305305.6,18786,25759,67012
401265,1395705.6,30643,6367,16510
663410,960547.2000000001,29062,18822,36461
139122,634665.6000000001,1430,2774,8088
139126,1990310.4000000001,17161,20907,30091
401273,1681324.8,21057,41116,63656
925562,2031398.4000000001,43115,41156,83753
139132,1168560.0,3688,28655,23243
139133,479270.4,22677,8930,18722
663422,1691404.8,15383,26062,23931
139136,2161036.8000000003,46485,16070,5508
925569,1420118.4000000001,36613,8055,55411
139138,995059.2000000001,10109,19969,25196
139140,1033056.0,32010,16866,29731
139141,2600179.2,4373,24233,26908
139143,1249756.8,,22147,31608
139144,79430.40000000001,38482,1781,299
401290,1450540.8,21658,29349,20597
663434,36460.8,35584,54,1044
925587,1515369.6,14322,2526,42974
401300,2051750.4000000001,46980,18511,43598
663445,412924.80000000005,36688,2338,9263
139157,36124.8,46756,42,761
925591,1263580.8,23753,21055,49817
401310,781094.4,43719,13584,2845
401311,1026969.6000000001,,18018,20298
139168,701932.8,,5976,27502
401314,1912560.0,30416,4595,69427
925602,694569.6000000001,632,6449,25010
401315,1666560.0,849,21452,6880
925606,2559216.0,45830,35518,67069
925608,2498227.2,46978,57231,19891
139177,1540492.8,44187,22529,53672
401321,574550.4,33968,8896,11422
925611,251894.40000000002,40870,5391,5157
925613,1291564.8,37364,1020,20027
663472,2461728.0,5865,33288,99862
139186,459753.60000000003,,985,4046
401334,2208921.6,6518,51456,26180
401335,2303923.2,6654,47741,75094
925624,1689619.2000000002,49315,25628,58420
401337,2124086.4,32854,48202,23197
139195,2730883.2,22756,33444,24817
401343,1165497.6,23705,27129,28617
401344,2254550.4,1780,27148,36361
925633,592617.6,1910,3560,20843
925634,2049350.4000000001,11169,34144,75114
925635,1677168.0,11098,32207,49937
663489,586492.8,28289,2625,12767
663495,190905.6,23071,3658,3135
925641,2204476.8000000003,34739,2941,16877
401356,1910889.6,37307,16241,70322
401357,2009702.4000000001,32937,30133,47618
925647,246662.40000000002,21869,2660,7167
663505,2843251.2,24103,58493,98307
139217,2039884.8,44918,1428,74936
663507,382608.0,,9536,10285
925652,1278681.6,12163,1909,10064
139225,2142624.0,6922,27462,61205
139226,382838.4,3294,8528,7982
663518,1685126.4000000001,14406,25052,24138
401374,346272.0,30075,3000,3413
139237,2739734.4000000004,,60617,107705
401382,645465.6000000001,3467,10202,21525
925671,1250208.0,,19842,51218
925673,1966656.0,39788,36347,75316
925685,2827036.8000000003,14338,55127,71537
663545,2860204.8000000003,8653,66266,31044
925695,1799932.8,15706,30460,66832
925696,2214268.8000000003,11445,9223,28666
663554,320707.2,42038,5687,2065
663555,1722710.4000000001,8487,35221,24823
925700,2516726.4000000004,36716,32771,25859
139270,2718470.4000000004,33501,61029,87747
663563,579811.2000000001,15622,8693,4487
401419,1190515.2,11896,20172,3027
139278,1494643.2000000002,30826,16883,41049
401424,918259.2000000001,16992,11997,5212
401426,59577.600000000006,7283,743,2034
663574,2313129.6,36239,36593,86559
663576,1275859.2000000002,46147,21304,22672
663578,1699449.6,24353,39763,49971
401436,1133097.6,38136,21780,42687
139294,976070.4,8877,8140,22135
925729,2509315.2,,41150,7122
663585,1178947.2,42098,24125,22849
925732,1542470.4000000001,,14748,3125
139300,2511436.8000000003,7782,59351,58198
139302,1722086.4000000001,20728,39720,42408
663594,620006.4,20581,6629,13022
139307,669350.4,19707,10076,21225
663601,2608492.8000000003,,9643,80712
663606,827980.8,41654,13730,432
401463,1643299.2000000002,14824,18821,59905
663608,1036675.2000000001,28708,8097,16348
139321,224332.80000000002,48250,5149,656
139322,1761907.2000000002,31473,32786,31326
925755,2371056.0,5320,53068,81818
925752,1187155.2,27605,22589,12201
663620,2716300.8000000003,44447,50525,55204
139332,474115.2,40392,8755,15145
139336,2445936.0,,34241,34373
401482,1926192.0,,4562,71850
925770,794121.6000000001,9535,2517,10067
663628,87043.20000000001,6252,153,1197
663629,964377.6000000001,3746,13931,19039
401485,1530211.2000000002,37091,4236,22919
925773,2315203.2,13798,14476,58334
663632,2155910.4,23311,23241,74383
401489,1564809.6,18599,5464,58184
139338,1446201.6,25216,8160,16970
663636,347116.80000000005,8928,6837,13260
663637,1684857.6,3666,17354,13154
139357,1576723.2000000002,18926,34504,49158
401502,164169.6,674,847,5176
663650,577564.8,9034,10714,14406
925795,1317043.2000000002,38294,8195,46520
139365,2668502.4000000004,45660,39746,23170
925799,1077955.2,37982,8548,25962
925801,2294707.2,2782,23368,81985
663664,1817068.8,19780,34479,75025
139382,2747606.4000000004,4662,66375,16002
139384,475699.2,3556,4045,2085
925816,1635369.6,3602,20486,64511
925822,1268236.8,21204,724,38165
401536,1922256.0,26378,24216,17640
925825,2571484.8000000003,20544,49518,50028
663681,2812819.2,13102,65387,95313
139400,412656.0,,5617,10286
401544,112665.6,36339,1851,3235
925834,481862.4,6074,4308,15953
925835,1400640.0,28105,33614,26733
401547,233001.6,25005,4230,1553
139408,2550499.2,32264,36307,150
139409,1832870.4000000001,31444,22738,36061
663698,1505145.6,17202,12085,30624
663701,2830416.0,21980,3900,45391
663705,1570348.8,13563,5866,21551
663710,1956278.4000000001,,31491,51213
925857,2229187.2,44527,46952,29086
663716,471619.2,9014,5772,7615
401572,2678304.0,23027,10930,57803
663718,1513545.6,29489,31465,37182
139432,1809024.0,45604,18405,43882
139434,728371.2000000001,46278,1467,21016
925866,2496921.6,26676,33672,14127
925868,1289740.8,17680,12161,24486
401582,2283696.0,25594,55557,54560
925872,1563888.0,20879,6255,55919
663729,595468.8,32504,14852,2941
401586,1876512.0,48122,33423,57484
925876,73132.8,46151,1195,2817
925877,1037174.4,24749,9228,7063
139444,2584905.6,33885,36630,69854
663737,2047382.4000000001,,2649,52439
401603,1936704.0,39710,458,47189
139461,658281.6000000001,,1780,16663
663750,1800000.0,9982,42885,33568
663753,1340908.8,34866,6501,23749
401610,1420080.0,11685,7820,31209
139465,194371.2,,982,3461
663757,859449.6000000001,11014,4507,2698
401614,1063276.8,11281,7135,27336
139471,2807808.0,30670,4182,104461
663760,2571408.0,39768,21275,37083
401621,297696.0,19465,4181,2564
663765,2356435.2,,2105,12615
139480,2493475.2,29118,61516,36070
925913,2377593.6,19685,3619,97669
925919,1150262.4000000001,6972,23394,26745
663779,1664928.0,36782,13556,21873
663782,2196345.6,655,42231,42611
663783,833587.2000000001,,20493,1102
401640,2211993.6,25393,19637,37970
925929,2689392.0,3675,30502,70647
401639,44668.8,8739,118,227
401641,2406556.8000000003,27483,5644,24541
663791,975148.8,6062,23445,2789
401650,299836.8,4037,471,12228
663794,2568768.0,9588,1795,87940
401653,1225372.8,19625,23298,25295
925943,1075996.8,31637,16605,811
663800,2176694.4,25195,38849,60352
139517,88886.40000000001,3785,1374,2364
925951,2399990.4,20865,34358,14064
663809,799824.0,4061,7407,11719
401667,2069884.8,39614,29091,57067
663812,1789737.6,23394,43471,58195
139528,333072.0,29082,372,8542
401674,2529264.0,42747,12666,103600
139530,2682585.6,27209,64047,109281
925964,1683158.4000000001,36292,32016,62427
139532,370320.0,40365,7547,10729
925968,2447587.2,37430,4520,74615
401684,2666620.8000000003,22608,32543,27377
401685,1051593.6,8978,12934,29286
663828,177024.0,26692,4135,6360
925976,658060.8,20307,14945,9212
925977,1024694.4,27451,11650,30401
401694,2771942.4000000004,30072,29007,107416
663838,1518009.6,,9154,46206
663845,1009296.0,26076,7040,12491
663847,2537347.2,,25710,75685
925992,1613078.4000000001,38159,35870,31718
925994,2820249.6,,33414,80293
925995,731049.6000000001,30741,3107,14968
925996,1143609.6,3216,7695,34046
401713,194966.40000000002,6789,4741,2149
663859,1537468.8,4471,20120,39715
663865,2413401.6,,41948,30253
401721,822768.0,29099,8662,32212
663868,245097.6,49372,4289,3889
663870,587683.2000000001,13215,3056,23016
401726,2452752.0,39978,4157,4677
926016,92428.8,38889,217,2770
139585,1252521.6,39238,18803,47671
663872,1860364.8,29470,27162,43699
139582,594873.6,29336,774,7214
401733,2769580.8000000003,,15022,71639
139593,1338067.2000000002,28733,16954,26658
926027,1906041.6,42048,22463,47405
926033,1345881.6,,9867,7723
663891,1329696.0,35155,13331,2915
663892,91545.6,9848,1120,1649
401749,2046595.2000000002,25605,41449,82282
926038,1112995.2,40340,1813,25550
401754,340012.80000000005,32238,3132,7586
663898,978604.8,,7602,9104
926044,1061001.6,31571,11798,15679
401761,1548912.0,,9198,29173
926051,1955222.4000000001,30169,45602,45281
926052,445075.2,3572,4849,10423
663908,1890038.4000000001,43290,22263,56024
926057,1503456.0,31410,27814,14476
139626,2267462.4,49508,3465,2009
926059,2355417.6,,41731,9762
139631,996662.4,16609,5848,26468
139632,721065.6000000001,29426,1052,14713
663920,1837795.2000000002,44112,7335,65003
926065,2085888.0,,42089,53400
139635,1353302.4000000001,16882,24441,17582
139638,2686713.6,20925,24244,6274
663928,584908.8,5467,3585,11436
663929,1990147.2000000002,41527,49637,37882
139644,33312.0,21707,216,388
663935,2178566.4,10144,20678,70083
926079,1641734.4000000001,24398,15043,55459
926081,1006723.2000000001,,6014,12379
139648,421497.60000000003,38257,711,3099
926083,1597123.2000000002,36264,13356,20592
926089,1852128.0,,33404,5035
926090,2682691.2,32610,48809,15886
401801,96643.20000000001,32687,2402,3657
663945,2736163.2,10426,24719,74744
401812,2650166.4000000004,32484,48606,85817
401815,2567232.0,28118,6767,22283
663960,2348102.4,27695,12263,35121
926104,594220.8,45656,12709,22031
139681,2053612.8,49454,32560,57788
926114,1884364.8,,8164,64788
401831,2847753.6,12734,67080,2922
663977,2093088.0,21002,22538,76179
926125,1175116.8,44441,19735,42061
139697,504787.2,,5530,7299
926130,734016.0,7970,15254,16132
926131,1958083.2000000002,30617,10809,6467
139698,2320598.4,49543,43089,23104
139704,2707756.8000000003,,17781,9482
139705,593184.0,10170,4288,22898
663997,1523750.4000000001,36256,31824,52770
401853,686764.8,5438,2475,1166
664000,2715600.0,15585,27055,30873
401858,794976.0,47147,14913,14444
139717,501676.80000000005,28292,1954,1958
139720,1479542.4000000001,9835,13111,41848
401866,946876.8,49277,5124,321
926155,1675795.2000000002,41953,11577,23615
401871,1565644.8,26001,14971,53360
926159,2763235.2,21474,48191,96428
139732,652512.0,27814,12047,9237
139733,649305.6000000001,46832,2771,11784
139735,913257.6000000001,41390,1738,20318
926171,965692.8,,17383,3188
664028,1436947.2000000002,32363,1015,22348
401884,2160720.0,35692,46777,5168
139743,2245545.6,28150,22933,26379
926177,1201689.6,5796,26162,15331
139748,2579241.6,,50305,19445
664036,431395.2,7483,8963,4943
664038,565363.2000000001,49302,5294,15864
139752,1787164.8,44939,26235,49916
401901,1232995.2,12421,30659,30765
664047,2560147.2,27742,7728,44343
401905,1164115.2,30225,22201,25953
401908,2669433.6,47330,60850,55265
926197,2213318.4,23573,24495,88798
401910,1073971.2,11477,25472,4456
664054,2664902.4000000004,38837,2479,87125
664052,2860550.4000000004,26686,42696,23249
139769,2600880.0,10556,53689,61804
139771,1386633.6,15427,5234,34754
401916,2101795.2,,32390,27048
926203,760944.0,,5360,7174
664060,274080.0,14462,3467,11031
664059,1823462.4000000001,45271,32656,41514
139774,2816611.2,48005,26302,45159
926208,1590921.6,1970,8274,35152
664067,1465603.2000000002,34131,29893,52605
926214,570950.4,20286,4231,12872
926220,1462416.0,,6079,27319
401933,805852.8,31197,2027,7635
926224,2282486.4,49182,31606,52535
401937,2426716.8000000003,4744,52839,46211
401941,1631020.8,,8330,23157
401942,795561.6000000001,5494,14619,12567
401943,765340.8,27466,1804,1010
664089,401683.2,39693,1804,13446
926234,1888876.8,,37926,29086
139803,213561.6,39597,1319,4369
401948,422803.2,6963,639,13960
926233,2192169.6,48027,20947,31389
401950,1248720.0,,24329,4419
139807,886540.8,19660,970,29295
926240,1602278.4000000001,39925,38216,8074
664095,616560.0,45618,3419,9697
664098,2457417.6,31309,54951,65863
139813,1436985.6,36349,13833,51497
926246,1209292.8,20102,24776,35527
664106,223689.6,33413,3242,4403
664108,1217030.4000000001,39249,14252,33376
664110,2466921.6,46597,27355,34925
926255,2587401.6,,42904,46404
139827,2878646.4000000004,46092,5995,79559
139832,2607062.4000000004,47981,49232,14084
926266,1957939.2000000002,1111,39571,16192
139836,1792953.6,32915,29595,6266
139838,2837779.2,44889,18052,85137
664127,2745580.8000000003,30515,14482,6907
926273,612307.2000000001,32902,8361,20831
664135,448012.80000000005,,3802,6951
139847,1626451.2000000002,41589,14435,10489
926280,1231939.2,15852,22059,5728
401994,1444886.4000000001,3189,34133,51209
401998,257932.80000000002,17876,4710,6041
926288,2654707.2,38708,49217,26185
664144,2254771.2,16158,41492,11089
139857,891945.6000000001,9473,2433,4668
664149,1364380.8,11144,11425,33581
402012,2557238.4000000004,3315,22933,87122
926302,2583859.2,34231,56107,102523
664159,229670.40000000002,44299,2790,7911
926306,170899.2,26946,1370,275
664165,2364153.6,18324,250,52627
402021,1413571.2000000002,13806,29758,3769
664166,473971.2,,7522,409
664170,1900512.0,8483,41462,54743
664171,1214150.4000000001,20124,29855,11623
139884,1933660.8,23405,8014,58840
139887,1679107.2000000002,39925,28434,61709
402034,488150.4,12705,6709,19682
664187,2378246.4,45096,58193,4765
926331,1741699.2000000002,40528,7910,57331
664190,1415568.0,,19983,5668
402049,1599638.4000000001,40265,36383,60116
139907,1783440.0,,20792,36252
402052,1440566.4000000001,27087,13537,48060
139911,2696755.2,35124,24456,40515
664199,2586220.8000000003,38473,8946,34070
402058,745036.8,9975,1375,27446
664205,2240419.2,14452,35761,6542
139919,873465.6000000001,6070,9291,6279
664210,2267529.6,39367,46581,47211
402067,657312.0,47211,663,9214
139922,986390.4,13708,23179,32478
664212,1629532.8,18686,32558,3907
926359,2088384.0,33961,28998,21574
402073,226665.6,,1495,6780
926362,2514940.8000000003,38863,14439,56772
664218,947395.2000000001,,20905,39028
926367,2810073.6,31088,40324,66964
664234,1180003.2,,28423,45305
402094,400924.80000000005,19775,6457,4974
664240,1085529.6,18034,10721,34260
402098,782880.0,2034,13214,14136
139954,674505.6000000001,44094,7007,23307
926392,2042966.4000000001,45390,17819,28424
664248,2805398.4000000004,49002,15231,6891
664251,1248067.2,48689,15008,20728
139966,82924.8,42568,585,2343
664264,87945.6,35176,199,1315
402121,2347852.8000000003,3701,751,38246
402123,2592307.2,10145,42907,81117
664272,112646.40000000001,36957,2160,3747
926418,1789420.8,982,29653,50008
139986,2328729.6,5383,2909,21177
926419,1444636.8,15545,6490,41260
926422,2766729.6,,63374,36007
402135,2184835.2,25784,1178,84443
139993,315427.2,31504,5476,12071
139994,1249440.0,14450,10282,2026
402139,2783721.6,47573,5623,107656
664288,2001004.8,22822,7669,64026
664289,1285123.2000000002,48312,13015,2013
402144,141561.6,33828,1028,609
664291,879475.2000000001,4257,8394,31273
926435,91248.0,46102,223,626
402150,2379024.0,40252,57230,87899
664294,336854.4,45952,6113,13777
402154,2423174.4,10975,53181,11877
140018,1726320.0,45113,12975,60127
926452,2155910.4,6043,40320,28459
664308,305011.2,9870,4023,2573
664313,198499.2,1455,4886,1595
402173,1778208.0,41883,33566,18913
926462,2820931.2,46842,12376,79012
664319,1397356.8,,11583,18008
140037,359654.4,32059,5843,3916
664325,847171.2000000001,13385,6998,15025
140038,1668489.6,40226,38318,18293
140040,1168214.4000000001,16298,18204,28038
402183,829084.8,31378,19929,19336
926474,298166.4,44233,6381,724
926471,803884.8,7868,3757,33380
664332,1274035.2000000002,9794,12588,9222
926478,1751760.0,17284,34088,40476
926481,1875888.0,13856,17698,4805
664338,1063334.4000000001,33681,8137,43078
402196,1957171.2000000002,1831,24027,3930
402197,1393257.6,47019,18316,42379
664344,2110444.8000000003,49518,16342,36488
926489,2785449.6,11403,667,98290
402202,2545641.6,7179,27389,49216
664350,857913.6000000001,,18374,10671
664352,814588.8,29723,18325,28088
926499,2115523.2,42015,22721,23252
402211,2003001.6,,32111,81724
664362,1295961.6,16824,27573,47795
664365,204000.0,9752,1698,4013
140079,296236.8,19928,7287,280
664376,529420.8,9641,10931,477
140089,517824.0,,9981,16599
140090,1736995.2000000002,46502,10707,54123
926523,1197360.0,28224,8151,9160
140095,1213689.6,45943,14847,13835
926528,1705440.0,40285,11351,20592
664385,683356.8,11982,16887,27613
140098,2160662.4,14402,19198,61155
402244,1805913.6,,24669,29262
664389,341049.60000000003,22135,7503,6890
664390,783811.2000000001,,9403,17477
140102,2520499.2,12360,19810,1579
926541,563212.8,9338,4867,19211
140110,2156620.8000000003,34837,29454,63326
402254,337267.2,33428,8411,4808
926542,1731801.6,4896,28946,72149
664401,878524.8,8302,15884,13284
140113,2053536.0,9104,47553,63877
926545,1763395.2000000002,2672,31849,65013
664404,237312.0,31112,3593,7238
140117,1048483.2000000001,33378,9888,18698
664406,396134.4,39409,956,8754
926548,589392.0,43880,3181,23772
664410,1699488.0,13537,10004,2540
664411,2647977.6,20521,47716,71911
402268,2418201.6,25763,36017,97488
402269,170563.2,,1754,4061
140129,598636.8,21322,1189,6004
402274,2059276.8,40907,17175,20688
664422,1223452.8,38492,16330,28252
140137,1228252.8,44363,10938,9186
664426,1640860.8,,18691,1874
664425,1079644.8,,21333,21729
926574,1567651.2000000002,9701,25560,50654
140142,223689.6,9630,177,1738
926580,465504.0,41995,5067,2301
926585,2672860.8000000003,19057,45102,42089
402297,116476.8,44604,1618,4261
140159,1802188.8,,32943,72612
926593,195580.80000000002,15251,785,3225
926598,270364.8,34529,7,9544
140167,1331232.0,30564,6682,41695
664465,597772.8,4412,11510,6904
140182,2159212.8000000003,,4786,1008
926620,2147904.0,42061,25741,62375
140189,2037216.0,47363,17985,70041
402335,869174.4,15328,2680,14990
140200,205660.80000000002,47877,1471,5079
402349,1511664.0,3561,9530,10046
140206,2825760.0,8398,38989,13886
926641,2869286.4000000004,2630,33602,119171
402354,2551324.8000000003,47820,60151,96774
402359,1141852.8,44355,26055,4815
